location,description
HMP0097-EV-BTL01GU101-H01,SIM for Charger 1
HMP0097-EV-BTL01GU102-A51,AC Charger Charging Gun
HMP0097-EV-CYA01GH001,Consumer Unit
HMP0097-EV-CYA01GN101,CCTV 1
HMP0097-EV-CYA01GN201,NVR
HMP0097-EV-CYA01GU001,UPS
HMP0098-EV-AJA01GT001,Transformer
EGT0144,EGAT KFC Drive Thru Ratchaphruek
EGT0144-EV,EVCS Elex @ KFC Drive Thru Ratchaphruek
EGT0144-EV-UMC01US002,Parking lot
EGT0144-EV-UMC01GH001,Logo Sign
EGT0144-EV-UMC01GH002,Main Structure (AC)
EGT0144-EV-UMC01BB001,Fire Extinguisher 1
EGT0144-EV-UMC01BB002,Fire Extinguisher 2
EGT0144-EV-AJA01GT001,Transformer
EGT0144-EV-BFA01GH001,MDB
EGT0144-EV-BTL01GU101,AC Charger 22kW 1
EGT0144-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0144-EV-BTL01GU101-H01,SIM for Charger 1
EGT0144-EV-BTL01GU102,AC Charger 22kW 2
EGT0144-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0144-EV-BTL01GU102-H01,SIM for Charger 2
EGT0144-EV-CYA01GH001,Consumer Unit
EGT0144-EV-CYA01GN001,Router & POE Switch
EGT0144-EV-CYA01GN101,CCTV 1
EGT0144-EV-CYA01GN102,CCTV 2
EGT0144-EV-CYA01GN201,NVR
EGT0144-EV-CYA01GN301,SIM for Router
EGT0144-EV-CYA01GU001,UPS
EGT0144-EV-BJB01GH001,Lighting
EGT0145,EGAT Market Village Phuket
EGT0145-EV,EVCS Elex @ Market Village Phuket
EGT0145-EV-BTL01GU201-A11,DC Charger Controller
EGT0145-EV-BTL01GU201-A21,DC Charger Auxillary
HMP0160-EV-BTL01GU101-A51,AC Charger Charging Gun
HMP0160-EV-BTL01GU101-H01,SIM for Charger 1
HMP0160-EV-BTL01GU102,AC Charger 22kW 2
HMP0160-EV-BTL01GU102-A51,AC Charger Charging Gun
HMP0160-EV-BTL01GU102-H01,SIM for Charger 2
HMP0160-EV-CYA01GH001,Consumer Unit
HMP0160-EV-CYA01GN001,Router & POE Switch
HMP0160-EV-CYA01GN101,CCTV 1
HMP0160-EV-CYA01GN102,CCTV 2
HMP0160-EV-CYA01GN201,NVR
HMP0160-EV-CYA01GN301,SIM for Router
HMP0160-EV-CYA01GU001,UPS
EGT0161-EV,EVCS Elex @ Seacon Bang Khae
EGT0161-EV-UMC01US002,Parking lot
EGT0161-EV-UMC01BB001,Fire Extinguisher 1
EGT0161-EV-BFA01GH001,MDB
EGT0161-EV-BTL01GU101,AC Charger 22kW 1
EGT0161-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0161-EV-BTL01GU101-H01,SIM for Charger 1
EGT0161-EV-BTL01GU102,AC Charger 22kW 2
EGT0161-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0161-EV-BTL01GU102-H01,SIM for Charger 2
EGT0161-EV-BTL01GU103,AC Charger 22kW 3
EGT0161-EV-BTL01GU103-A51,AC Charger Charging Gun
EGT0161-EV-BTL01GU103-H01,SIM for Charger 3
EGT0161-EV-BTL01GU104,AC Charger 22kW 4
EGT0161-EV-BTL01GU104-A51,AC Charger Charging Gun
EGT0107-EV-BFA01GH001,MDB
EGT0107-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0114-EV-UMC01GH002,Main Structure (AC)
EGT0114-EV-UMC01BB002,Fire Extinguisher 2
EGT0114-EV-BFA01GH001,MDB
EGT0114-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0114-EV-CYA01GH001,Consumer Unit
EGT0114-EV-CYA01GN101,CCTV 1
EGT0114-EV-CYA01GN201,NVR
EGT0114-EV-CYA01GU001,UPS
EGT0115-EV,EVCS Elex @ South Bangkok Power Plant (Parking)
EGT0115-EV-UMC01GH001,Logo Sign
EGT0115-EV-UMC01BB001,Fire Extinguisher 1
EGT0115-EV-AJA01GT001,Transformer
EGT0115-EV-BTL01GU101,AC Charger 7.4kW 1
EGT0115-EV-BTL01GU101-H01,SIM for Charger
EGT0116-EV-CYA01GH001,Consumer Unit
EGT0116-EV-CYA01GN101,CCTV 1
EGT0116-EV-CYA01GN201,NVR
EGT0116-EV-CYA01GU001,UPS
EGT0117-EV,"EVCS Elex @ Sai Noi Office, Logistic Management Division (Parking)"
EGT0117-EV-UMC01GH001,Logo Sign
EGT0117-EV-UMC01BB001,Fire Extinguisher 1
EGT0117-EV-AJA01GT001,Transformer
EGT0118-EV-CYA01GN102,CCTV 2
EGT0120-EV-BTL01GU101-H01,SIM for Charger
EGT0120-EV-CYA01GN001,Router & POE Switch
HMP0098-EV-BTL01GU101,AC Charger 22kW 1
HMP0098-EV-BTL01GU101-H01,SIM for Charger 1
HMP0098-EV-BTL01GU102-A51,AC Charger Charging Gun
HMP0098-EV-BTL01GU103,AC Charger 22kW 3
HMP0098-EV-BTL01GU103-H01,SIM for Charger 3
HMP0098-EV-CYA01GH001,Consumer Unit
HMP0098-EV-CYA01GN001,Router & POE Switch
HMP0098-EV-CYA01GN101,CCTV 1
HMP0098-EV-CYA01GN102,CCTV 2
HMP0098-EV-CYA01GN201,NVR
HMP0098-EV-CYA01GN301,SIM for Router
HMP0098-EV-CYA01GU001,UPS
HMP0098-EV-BJB01GH001,Lighting
EGT0099,Bangkok Golf Club
EGT0099-EV,EVCS Elex @ Bangkok Golf Club
EGT0099-EV-UMC01US002,Parking lot
EGT0099-EV-UMC01GH001,Logo Sign
EGT0099-EV-UMC01GH002,Main Structure (AC)
EGT0099-EV-UMC01BB001,Fire Extinguisher 1
EGT0099-EV-UMC01BB002,Fire Extinguisher 2
EGT0099-EV-AJA01GT001,Transformer
EGT0099-EV-BFA01GH001,MDB
EGT0099-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0099-EV-BTL01GU102,AC Charger 22kW 2
EGT0099-EV-BTL01GU102-H01,SIM for Charger 2
EGT0099-EV-CYA01GN001,Router & POE Switch
EGT0099-EV-CYA01GN102,CCTV 2
EGT0145-EV-BTL01GU201-A31,DC Charger Meter
EGT0145-EV-BTL01GU201-A51,DC Charger Charging Gun
EGT0145-EV-BTL01GU201-A81,DC Charger SECC
EGT0145-EV-BTL01GU201-A91,DC Charger Power Supply
EGT0145-EV-BTL01GU201-F01,DC Charger DC Fuse
EGT0145-EV-BTL01GU201-E01,DC Charger HMI
EGT0145-EV-CYA01GN001,Router & POE Switch
EGT0145-EV-CYA01GN201,NVR
EGT0145-EV-CYA01GU001,UPS
HMP0146-EV,EVCS Elex @ HomePro Rayong
HMP0146-EV-UMC01US002,Parking lot
HMP0146-EV-UMC01BB001,Fire Extinguisher 1
HMP0146-EV-AJA01GT001,Transformer
HMP0146-EV-BTL01GU201,DC Charger 125kW
HMP0146-EV-BTL01GU201-A11,DC Charger Controller
HMP0146-EV-BTL01GU201-A31,DC Charger Meter
HMP0146-EV-BTL01GU201-A51,DC Charger Charging Gun
HMP0146-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
HMP0146-EV-BTL01GU201-A91,DC Charger Power Supply
HMP0146-EV-BTL01GU201-F11,DC Charger IMD
HMP0146-EV-BTL01GU201-E01,DC Charger HMI
HMP0146-EV-CYA01GH001,Consumer Unit
HMP0146-EV-CYA01GN101,CCTV 1
HMP0146-EV-CYA01GN201,NVR
HMP0146-EV-CYA01GU001,UPS
HMP0147-EV,EVCS Elex @ HomePro Loei
HMP0147-EV-UMC01US002,Parking lot
PTG0092-EV-CYA01GN301,SIM for Router
PTG0093-EV-UMC01US002,Parking lot
PTG0093-EV-BTL01GU201-A11,DC Charger Controller
PTG0093-EV-BTL01GU201-A31,DC Charger Meter
PTG0093-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0093-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0093-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0093-EV-BTL01GU201-F11,DC Charger IMD
PTG0093-EV-BTL01GU201-H01,SIM for Charger
PTG0093-EV-CYA01GN001,Router & POE Switch
PTG0093-EV-CYA01GN102,CCTV 2
PTG0094-EV-UMC01GH001,Logo Sign
PTG0094-EV-UMC01BB002,Fire Extinguisher 2
PTG0094-EV-BFA01GH001,MDB
PTG0094-EV-BTL01GU201-A01,DC Charger Power Module
PTG0094-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0094-EV-BTL01GU201-A41,DC Charger Filter
PTG0094-EV-BTL01GU201-A61,DC Charger Contactor
PTG0094-EV-BTL01GU201-A81,DC Charger SECC
PTG0094-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0094-EV-BTL01GU201-E01,DC Charger HMI
PTG0094-EV-CYA01GH001,Consumer Unit
PTG0094-EV-CYA01GN101,CCTV 1
PTG0094-EV-CYA01GN201,NVR
PTG0094-EV-CYA01GU001,UPS
PTG0095-EV,EVCS Elex @ PTG Uttaradit 5
PTG0095-EV-UMC01US002,Parking lot
EGT0107-EV-CYA01GH001,Consumer Unit
EGT0107-EV-CYA01GN101,CCTV 1
EGT0107-EV-CYA01GN201,NVR
EGT0107-EV-CYA01GU001,UPS
EGT0108-EV,EVCS Elex @ Srinakarin Dam (Parking)
EGT0108-EV-UMC01GH001,Logo Sign
EGT0108-EV-UMC01BB001,Fire Extinguisher 1
EGT0108-EV-AJA01GT001,Transformer
EGT0108-EV-BTL01GU101,AC Charger 7.4kW 1
EGT0108-EV-BTL01GU101-H01,SIM for Charger
EGT0108-EV-CYA01GN001,Router & POE Switch
EGT0108-EV-CYA01GN102,CCTV 2
EGT0108-EV-CYA01GN301,SIM for Router
EGT0108-EV-BJB01GH001,Lighting
EGT0109,EGAT Bhumibol Dam (Parking)
EGT0112-EV-CYA01GN001,Router & POE Switch
EGT0112-EV-CYA01GN102,CCTV 2
EGT0112-EV-CYA01GU001,UPS
EGT0114-EV,EVCS Elex @ Ubonrat Dam
EGT0117-EV-BFA01GH001,MDB
EGT0117-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0117-EV-CYA01GH001,Consumer Unit
EGT0117-EV-CYA01GN101,CCTV 1
EGT0117-EV-CYA01GN201,NVR
EGT0117-EV-CYA01GU001,UPS
EGT0118-EV,"EVCS Elex @ Mae Moh Mine, Administraction Division (Parking)"
EGT0118-EV-UMC01GH001,Logo Sign
EGT0118-EV-UMC01BB001,Fire Extinguisher 1
EGT0099-EV-CYA01GN301,SIM for Router
EGT0099-EV-BJB01GH001,Lighting
HMP0100,Homepro Suksawat 3
HMP0100-EV-UMC01US002,Parking lot
HMP0100-EV-UMC01GH002,Main Structure (AC)
HMP0100-EV-UMC01BB002,Fire Extinguisher 2
HMP0100-EV-BFA01GH001,MDB
HMP0100-EV-BTL01GU101-A51,AC Charger Charging Gun
HMP0100-EV-BTL01GU102,AC Charger 22kW 2
HMP0100-EV-BTL01GU102-H01,SIM for Charger 2
HMP0100-EV-BTL01GU103-A51,AC Charger Charging Gun
HMP0100-EV-CYA01GH001,Consumer Unit
HMP0100-EV-CYA01GN101,CCTV 1
HMP0100-EV-CYA01GN201,NVR
HMP0100-EV-CYA01GU001,UPS
EGT0101-EV,EVCS Elex @ Office of The Permanent Secretary For Defence (Parking)
EGT0101-EV-UMC01GH001,Logo Sign
EGT0101-EV-UMC01GH002,Main Structure (AC)
EGT0101-EV-UMC01BB001,Fire Extinguisher 1
EGT0101-EV-UMC01BB002,Fire Extinguisher 2
EGT0101-EV-AJA01GT001,Transformer
EGT0101-EV-BFA01GH001,MDB
EGT0101-EV-BTL01GU101,AC Charger 7.4kW 1
EGT0101-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0101-EV-BTL01GU101-H01,SIM for Charger
EGT0101-EV-CYA01GH001,Consumer Unit
EGT0101-EV-CYA01GN101,CCTV 1
HMP0147-EV-UMC01BB001,Fire Extinguisher 1
HMP0147-EV-AJA01GT001,Transformer
HMP0147-EV-BTL01GU201,DC Charger 125kW
HMP0147-EV-BTL01GU201-A11,DC Charger Controller
HMP0147-EV-BTL01GU201-A31,DC Charger Meter
HMP0147-EV-BTL01GU201-A51,DC Charger Charging Gun
HMP0147-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
HMP0147-EV-BTL01GU201-A91,DC Charger Power Supply
HMP0147-EV-BTL01GU201-F01,DC Charger DC Fuse
HMP0147-EV-BTL01GU201-F11,DC Charger IMD
HMP0147-EV-BTL01GU201-E01,DC Charger HMI
HMP0147-EV-BTL01GU201-H01,SIM for Charger
HMP0147-EV-CYA01GH001,Consumer Unit
HMP0147-EV-CYA01GN001,Router & POE Switch
HMP0147-EV-CYA01GN101,CCTV 1
HMP0147-EV-CYA01GN102,CCTV 2
HMP0147-EV-CYA01GN201,NVR
HMP0147-EV-CYA01GU001,UPS
EGT0148-EV,EVCS Elex @ The One Hotel Bueng Kan
EGT0148-EV-UMC01US002,Parking lot
EGT0148-EV-UMC01BB001,Fire Extinguisher 1
EGT0148-EV-AJA01GT001,Transformer
EGT0148-EV-BTL01GU201,DC Charger 125kW
EGT0148-EV-BTL01GU201-A11,DC Charger Controller
EGT0148-EV-BTL01GU201-A31,DC Charger Meter
EGT0148-EV-BTL01GU201-A51,DC Charger Charging Gun
EGT0148-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0095-EV-UMC01GH001,Logo Sign
PTG0095-EV-UMC01BB002,Fire Extinguisher 2
PTG0095-EV-BFA01GH001,MDB
PTG0095-EV-BTL01GU201-A01,DC Charger Power Module
PTG0095-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0095-EV-BTL01GU201-A41,DC Charger Filter
PTG0095-EV-BTL01GU201-A61,DC Charger Contactor
PTG0095-EV-BTL01GU201-A81,DC Charger SECC
PTG0095-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0095-EV-BTL01GU201-E01,DC Charger HMI
PTG0095-EV-CYA01GH001,Consumer Unit
PTG0095-EV-CYA01GN101,CCTV 1
PTG0095-EV-CYA01GN201,NVR
PTG0095-EV-CYA01GU001,UPS
HMP0096-EV,EVCS Elex @ Homepro Chaiyapruek
HMP0096-EV-UMC01GH001,Logo Sign
HMP0096-EV-UMC01BB001,Fire Extinguisher 1
HMP0096-EV-AJA01GT001,Transformer
HMP0096-EV-BTL01GU101,AC Charger 22kW 1
HMP0096-EV-BTL01GU101-H01,SIM for Charger 1
HMP0097-EV-BJB01GH001,Lighting
EGT0099-EV-BTL01GU101,AC Charger 22kW 1
EGT0099-EV-BTL01GU101-H01,SIM for Charger 1
EGT0099-EV-BTL01GU102-A51,AC Charger Charging Gun
EGT0099-EV-CYA01GH001,Consumer Unit
EGT0099-EV-CYA01GN101,CCTV 1
EGT0099-EV-CYA01GN201,NVR
EGT0118-EV-AJA01GT001,Transformer
EGT0118-EV-BTL01GU101,AC Charger 7.4kW 1
EGT0118-EV-BTL01GU101-H01,SIM for Charger
EGT0118-EV-CYA01GN001,Router & POE Switch
EGT0118-EV-CYA01GN301,SIM for Router
EGT0118-EV-BJB01GH001,Lighting
EGT0119,"EGAT Mae Moh Mine, Production Division (Parking)"
EGT0120-EV-CYA01GN102,CCTV 2
EGT0120-EV-CYA01GN301,SIM for Router
EGT0120-EV-BJB01GH001,Lighting
EGT0121,"EGAT Mae Moh Power Plant, Maintenance Division (Parking)"
EGT0121-EV-UMC01US002,Parking lot
EGT0121-EV-UMC01GH002,Main Structure (AC)
EGT0121-EV-UMC01BB002,Fire Extinguisher 2
EGT0121-EV-BFA01GH001,MDB
EGT0121-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0121-EV-CYA01GH001,Consumer Unit
EGT0121-EV-CYA01GN101,CCTV 1
EGT0121-EV-CYA01GN201,NVR
EGT0121-EV-CYA01GU001,UPS
EGT0122-EV,"EVCS Elex @ Sai Noi Office, Mechanical Maintenance Division (Parking)"
EGT0122-EV-UMC01GH001,Logo Sign
EGT0122-EV-UMC01BB001,Fire Extinguisher 1
EGT0122-EV-AJA01GT001,Transformer
EGT0122-EV-BTL01GU101,AC Charger 7.4kW 1
EGT0122-EV-BTL01GU101-H01,SIM for Charger
EGT0122-EV-CYA01GN001,Router & POE Switch
EGT0101-EV-CYA01GN201,NVR
EGT0101-EV-CYA01GU001,UPS
EGT0102-EV,EVCS Elex @ Office of the Northeastern Region Operation Division (Parking)
EGT0102-EV-UMC01GH001,Logo Sign
EGT0102-EV-UMC01BB001,Fire Extinguisher 1
EGT0102-EV-AJA01GT001,Transformer
EGT0102-EV-BTL01GU101,AC Charger 7.4kW 1
EGT0102-EV-BTL01GU101-H01,SIM for Charger
EGT0102-EV-CYA01GN001,Router & POE Switch
EGT0102-EV-CYA01GN102,CCTV 2
EGT0102-EV-CYA01GN301,SIM for Router
EGT0102-EV-BJB01GH001,Lighting
EGT0103,EGAT Southern Region Operation Division (Parking)
EGT0103-EV-UMC01US002,Parking lot
EGT0103-EV-UMC01GH002,Main Structure (AC)
EGT0103-EV-UMC01BB002,Fire Extinguisher 2
EGT0103-EV-BFA01GH001,MDB
EGT0103-EV-BTL01GU101-A51,AC Charger Charging Gun
EGT0103-EV-CYA01GH001,Consumer Unit
EGT0103-EV-CYA01GN101,CCTV 1
EGT0103-EV-CYA01GN201,NVR
EGT0103-EV-CYA01GU001,UPS
EGT0104-EV,EVCS Elex @ Nam Phong Power Plant (Parking)
EGT0104-EV-UMC01GH001,Logo Sign
EGT0104-EV-UMC01BB001,Fire Extinguisher 1
EGT0104-EV-AJA01GT001,Transformer
EGT0104-EV-BTL01GU101,AC Charger 7.4kW 1
PTG0307-EV-UMC01BB002,Fire Extinguisher 2
PTG0307-EV-AJA01GT001,Transformer
PTG0307-EV-BFA01GH001,MDB
PTG0307-EV-BTL01GU201,DC Charger 150kW
PTG0307-EV-BTL01GU201-A01,DC Charger Power Module
PTG0307-EV-BTL01GU201-A11,DC Charger Controller
PTG0307-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0307-EV-BTL01GU201-A31,DC Charger Meter
PTG0307-EV-BTL01GU201-A41,DC Charger Filter
PTG0307-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0307-EV-BTL01GU201-A61,DC Charger Contactor
PTG0307-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0307-EV-BTL01GU201-A81,DC Charger SECC
PTG0307-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0307-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0307-EV-BTL01GU201-F11,DC Charger IMD
PTG0307-EV-BTL01GU201-E01,DC Charger HMI
PTG0307-EV-BTL01GU201-H01,SIM for Charger
PTG0307-EV-CYA01GH001,Consumer Unit
PTG0307-EV-CYA01GN001,Router & POE Switch
PTG0307-EV-CYA01GN101,CCTV 1
PTG0307-EV-CYA01GN102,CCTV 2
PTG0307-EV-CYA01GN201,NVR
PTG0307-EV-CYA01GN301,SIM for Router
PTG0307-EV-CYA01GU001,UPS
PTG0307-EV-BJB01GH001,Lighting
PTG0308,PTG Kamphaeng Phet 2
PTG0279-EV-CYA01GN301,SIM for Router
PTG0279-EV-BJB01GH001,Lighting
PTG0280,"PTG Sukprayoon Rd., Chonburi 1"
PTG0280-EV-UMC01US001,Main Structure
PTG0280-EV-UMC01BB002,Fire Extinguisher 2
PTG0280-EV-BTL01GU201-A31,DC Charger Meter
PTG0280-EV-BTL01GU201-A81,DC Charger SECC
PTG0280-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0280-EV-BTL01GU201-E01,DC Charger HMI
PTG0280-EV-CYA01GH001,Consumer Unit
PTG0280-EV-CYA01GN101,CCTV 1
PTG0280-EV-CYA01GN201,NVR
PTG0280-EV-CYA01GU001,UPS
PTG0281-EV,EVCS Elex @ PTG Phanom Sarakham2
PTG0281-EV-UMC01US002,Parking lot
PTG0281-EV-UMC01BB001,Fire Extinguisher 1
PTG0281-EV-AJA01GT001,Transformer
PTG0281-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0281-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0281-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0281-EV-BTL01GU201-F11,DC Charger IMD
PTG0281-EV-BTL01GU201-H01,SIM for Charger
PTG0281-EV-CYA01GN001,Router & POE Switch
PTG0281-EV-CYA01GN102,CCTV 2
PTG0281-EV-CYA01GN301,SIM for Router
PTG0281-EV-BJB01GH001,Lighting
PTG0282,PTG Klaeng 11 (Sukhumvit Rd. Km. 274)
PTG0214-EV-UMC01BB002,Fire Extinguisher 2
PTG0214-EV-BTL01GU201,DC Charger 150kW
PTG0214-EV-BTL01GU201-A61,DC Charger Contactor
PTG0214-EV-BTL01GU201-H01,SIM for Charger
PTG0214-EV-CYA01GU001,UPS
PTG0215-EV-UMC01US001,Main Structure
PTG0215-EV-BFA01GH001,MDB
PTG0215-EV-BTL01GU201,DC Charger 150kW
PTG0215-EV-BTL01GU201-A61,DC Charger Contactor
PTG0215-EV-BTL01GU201-H01,SIM for Charger
PTG0215-EV-CYA01GU001,UPS
EGT0216-EV-UMC01GH001,Logo Sign
EGT0216-EV-BTL01GU201-A21,DC Charger Auxillary
EGT0216-EV-BTL01GU201-A91,DC Charger Power Supply
EGT0216-EV-CYA01GN101,CCTV 1
EGT0216-EV-CYA01GN201,NVR
PTG0217-EV,EVCS Elex @ PTG Saphan Sung
PTG0217-EV-UMC01US001,Main Structure
PTG0217-EV-UMC01US002,Parking lot
PTG0217-EV-UMC01GH001,Logo Sign
PTG0217-EV-UMC01BB001,Fire Extinguisher 1
PTG0217-EV-UMC01BB002,Fire Extinguisher 2
PTG0217-EV-AJA01GT001,Transformer
PTG0217-EV-BFA01GH001,MDB
PTG0217-EV-BTL01GU201,DC Charger 150kW
PTG0217-EV-BTL01GU201-A01,DC Charger Power Module
PTG0217-EV-BTL01GU201-A11,DC Charger Controller
PTG0277-EV-CYA01GN301,SIM for Router
PTG0277-EV-BJB01GH001,Lighting
PTG0278,PTG Ban Bueng 9
PTG0278-EV-UMC01US001,Main Structure
PTG0278-EV-UMC01GH001,Logo Sign
PTG0278-EV-UMC01BB002,Fire Extinguisher 2
PTG0278-EV-BFA01GH001,MDB
PTG0278-EV-BTL01GU201-A01,DC Charger Power Module
PTG0278-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0278-EV-BTL01GU201-A41,DC Charger Filter
PTG0278-EV-BTL01GU201-A61,DC Charger Contactor
PTG0278-EV-BTL01GU201-A81,DC Charger SECC
PTG0278-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0278-EV-BTL01GU201-E01,DC Charger HMI
PTG0278-EV-CYA01GH001,Consumer Unit
PTG0278-EV-CYA01GN101,CCTV 1
PTG0278-EV-CYA01GN201,NVR
PTG0278-EV-CYA01GU001,UPS
PTG0279-EV,EVCS Elex @ PTG Samut Prakan 5
PTG0279-EV-UMC01US002,Parking lot
PTG0279-EV-UMC01BB001,Fire Extinguisher 1
PTG0279-EV-AJA01GT001,Transformer
PTG0279-EV-BTL01GU201,DC Charger 150kW
PTG0279-EV-BTL01GU201-A11,DC Charger Controller
PTG0279-EV-BTL01GU201-A31,DC Charger Meter
PTG0279-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0279-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0308-EV,EVCS Elex @ PTG Kamphaeng Phet 2
PTG0308-EV-UMC01US001,Main Structure
PTG0308-EV-UMC01US002,Parking lot
PTG0308-EV-UMC01GH001,Logo Sign
PTG0308-EV-UMC01BB001,Fire Extinguisher 1
PTG0308-EV-UMC01BB002,Fire Extinguisher 2
PTG0308-EV-AJA01GT001,Transformer
PTG0308-EV-BFA01GH001,MDB
PTG0308-EV-BTL01GU201,DC Charger 150kW
PTG0308-EV-BTL01GU201-A01,DC Charger Power Module
PTG0308-EV-BTL01GU201-A11,DC Charger Controller
PTG0308-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0308-EV-BTL01GU201-A31,DC Charger Meter
PTG0308-EV-BTL01GU201-A41,DC Charger Filter
PTG0308-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0308-EV-BTL01GU201-A61,DC Charger Contactor
PTG0308-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0308-EV-BTL01GU201-A81,DC Charger SECC
PTG0308-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0308-EV-BTL01GU201-F01,DC Charger DC Fuse
PTG0308-EV-BTL01GU201-F11,DC Charger IMD
PTG0308-EV-BTL01GU201-E01,DC Charger HMI
PTG0308-EV-BTL01GU201-H01,SIM for Charger
PTG0308-EV-CYA01GH001,Consumer Unit
PTG0308-EV-CYA01GN001,Router & POE Switch
PTG0308-EV-CYA01GN101,CCTV 1
PTG0308-EV-CYA01GN102,CCTV 2
PTG0280-EV-UMC01BB001,Fire Extinguisher 1
PTG0280-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0281-EV-BTL01GU201-A31,DC Charger Meter
PTG0282-EV-UMC01US001,Main Structure
PTG0282-EV-UMC01GH001,Logo Sign
PTG0282-EV-UMC01BB002,Fire Extinguisher 2
PTG0282-EV-BFA01GH001,MDB
PTG0283-EV-UMC01BB001,Fire Extinguisher 1
PTG0283-EV-AJA01GT001,Transformer
PTG0283-EV-BTL01GU201,DC Charger 150kW
PTG0283-EV-BTL01GU201-A11,DC Charger Controller
PTG0283-EV-BTL01GU201-A31,DC Charger Meter
PTG0283-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0283-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0283-EV-BTL01GU201-A91,DC Charger Power Supply
PTG0283-EV-BTL01GU201-F11,DC Charger IMD
PTG0284-EV-CYA01GN102,CCTV 2
PTG0284-EV-CYA01GN301,SIM for Router
PTG0284-EV-BJB01GH001,Lighting
PTG0285,PTG Chachoengsao 9 (Suwinthawong Rd. km. 66)
PTG0285-EV-UMC01US001,Main Structure
PTG0285-EV-UMC01GH001,Logo Sign
PTG0285-EV-UMC01BB002,Fire Extinguisher 2
PTG0285-EV-BFA01GH001,MDB
PTG0285-EV-BTL01GU201-A01,DC Charger Power Module
PTG0285-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0285-EV-BTL01GU201-A41,DC Charger Filter
PTG0217-EV-BTL01GU201-A21,DC Charger Auxillary
PTG0217-EV-BTL01GU201-A31,DC Charger Meter
PTG0217-EV-BTL01GU201-A71,DC Charger Breaker (CB DS MS RCD)
PTG0217-EV-CYA01GH001,Consumer Unit
PTG0217-EV-BJB01GH001,Lighting
PTG0218-EV-UMC01US001,Main Structure
PTG0218-EV-UMC01BB002,Fire Extinguisher 2
PTG0218-EV-BTL01GU201-A11,DC Charger Controller
PTG0218-EV-BTL01GU201-A81,DC Charger SECC
PTG0218-EV-CYA01GN001,Router & POE Switch
PTG0218-EV-CYA01GU001,UPS
PTG0219-EV-BTL01GU201,DC Charger 150kW
PTG0219-EV-BTL01GU201-A61,DC Charger Contactor
PTG0219-EV-BTL01GU201-H01,SIM for Charger
PTG0219-EV-BJB01GH001,Lighting
PTG0220-EV-UMC01BB001,Fire Extinguisher 1
PTG0220-EV-BTL01GU201-A41,DC Charger Filter
PTG0220-EV-BTL01GU201-F11,DC Charger IMD
PTG0220-EV-CYA01GN201,NVR
PTG0221-EV-UMC01US001,Main Structure
PTG0221-EV-BTL01GU201-A51,DC Charger Charging Gun
PTG0221-EV-BTL01GU201-E01,DC Charger HMI
PTG0221-EV-CYA01GN301,SIM for Router
PTG0222-EV-UMC01US002,Parking lot
PTG0222-EV-AJA01GT001,Transformer
PTG0222-EV-BTL01GU201-A41,DC Charger Filter
PTG0222-EV-BTL01GU201-E01,DC Charger HMI
